ServiceStationName,Address,Suburb,Postcode,Brand,FuelCode,PriceUpdatedDate,Price
Ampol Foodary Seven Hills,"105 Station Rd Cnr Powers St, Seven Hills NSW 2147",Seven Hills,2147,Ampol Foodary,P98,2026-04-13 16:27:13,243.9
Ampol Foodary Revesby,"181 The River Rd, REVESBY NSW 2212",REVESBY,2212,Ampol Foodary,E10,2026-04-13 16:27:13,219.9
Ampol Foodary Revesby,"181 The River Rd, REVESBY NSW 2212",REVESBY,2212,Ampol Foodary,U91,2026-04-13 16:27:13,221.9
Ampol Foodary Revesby,"181 The River Rd, REVESBY NSW 2212",REVESBY,2212,Ampol Foodary,P95,2026-04-13 16:27:13,237.9
Ampol Foodary Revesby,"181 The River Rd, REVESBY NSW 2212",REVESBY,2212,Ampol Foodary,P98,2026-04-13 16:27:13,246.9
Ampol Foodary Kellyville,"3-5 Windsor Rd, KELLYVILLE NSW 2155",KELLYVILLE,2155,Ampol Foodary,E10,2026-04-13 16:27:13,216.9
Ampol Foodary Kellyville,"3-5 Windsor Rd, KELLYVILLE NSW 2155",KELLYVILLE,2155,Ampol Foodary,U91,2026-04-13 16:27:13,218.9
Ampol Foodary Kellyville,"3-5 Windsor Rd, KELLYVILLE NSW 2155",KELLYVILLE,2155,Ampol Foodary,P95,2026-04-13 16:27:13,234.9
Ampol Foodary Kellyville,"3-5 Windsor Rd, KELLYVILLE NSW 2155",KELLYVILLE,2155,Ampol Foodary,P98,2026-04-13 16:27:13,243.9
Ampol Foodary Manly,"86 Pittwater Rd, MANLY NSW 2095",MANLY,2095,Ampol Foodary,E10,2026-04-13 16:27:13,216.9
Ampol Foodary Manly,"86 Pittwater Rd, MANLY NSW 2095",MANLY,2095,Ampol Foodary,U91,2026-04-13 16:27:13,218.9
Ampol Foodary Manly,"86 Pittwater Rd, MANLY NSW 2095",MANLY,2095,Ampol Foodary,P95,2026-04-13 16:27:13,234.9
Ampol Foodary Manly,"86 Pittwater Rd, MANLY NSW 2095",MANLY,2095,Ampol Foodary,P98,2026-04-13 16:27:13,243.9
Ampol Foodary Leumeah,"6 Rudd Rd, LEUMEAH NSW 2560",LEUMEAH,2560,Ampol Foodary,E10,2026-04-13 16:27:13,216.9
Ampol Foodary Leumeah,"6 Rudd Rd, LEUMEAH NSW 2560",LEUMEAH,2560,Ampol Foodary,U91,2026-04-13 16:27:13,218.9
Ampol Foodary Leumeah,"6 Rudd Rd, LEUMEAH NSW 2560",LEUMEAH,2560,Ampol Foodary,P95,2026-04-13 16:27:13,234.9
Ampol Foodary Leumeah,"6 Rudd Rd, LEUMEAH NSW 2560",LEUMEAH,2560,Ampol Foodary,P98,2026-04-13 16:27:13,243.9
